ID,age,car_type,Loanamount,Deposit,area,APR,application_outcome,Funded,Loanamount_Grouped,Deposit_Grouped,Age_Grouped,Net_Exposure,funded_flag,approved_flag
5451,56,Saloon,13919.0,3270.0,rural,0.2,approved,No,"12,000-14,399","3,000-3,599",56-60,10649.0,0,1
7977,58,Convertible,17489.0,3270.0,rural,0.05,approved,No,"16,800-19,199","3,000-3,599",56-60,14219.0,0,1
6419,30,Convertible,20828.0,3271.0,urban,0.1,approved,Yes,"19,200-21,599","3,000-3,599",26-30,17557.0,1,1
1109,58,SUV,18366.0,3271.0,rural,0.05,approved,Yes,"16,800-19,199","3,000-3,599",56-60,15095.0,1,1
6510,37,Saloon,6964.0,3272.0,urban,0.1,approved,No,"4,800-7,199","3,000-3,599",36-40,3692.0,0,1
4482,64,SUV,14248.0,3272.0,rural,0.25,approved,Yes,"12,000-14,399","3,000-3,599",61-65,10976.0,1,1
7993,61,SUV,17951.0,3273.0,urban,0.05,approved,Yes,"16,800-19,199","3,000-3,599",61-65,14678.0,1,1
4366,64,Saloon,4753.0,3274.0,urban,0.25,approved,No,"<4,800","3,000-3,599",61-65,1479.0,0,1
319,18,Saloon,7772.0,3276.0,rural,0.0,declined,N/A,"7,200-9,599","3,000-3,599",18-20,4496.0,0,0
9432,65,Convertible,9913.0,3276.0,urban,0.05,approved,Yes,"9,600-11,999","3,000-3,599",61-65,6637.0,1,1
7299,48,SUV,7895.0,3277.0,rural,0.2,approved,No,"7,200-9,599","3,000-3,599",46-50,4618.0,0,1
9541,42,Saloon,11161.0,3279.0,urban,0.15,approved,Yes,"9,600-11,999","3,000-3,599",41-45,7882.0,1,1
1720,56,Convertible,18154.0,3280.0,urban,0.15,approved,Yes,"16,800-19,199","3,000-3,599",56-60,14874.0,1,1
1105,20,Saloon,5388.0,3281.0,urban,0.0,declined,N/A,"4,800-7,199","3,000-3,599",18-20,2107.0,0,0
2841,40,Saloon,3916.0,3281.0,rural,0.15,approved,No,"<4,800","3,000-3,599",36-40,635.0,0,1
8348,46,SUV,11650.0,3281.0,urban,0.25,approved,Yes,"9,600-11,999","3,000-3,599",46-50,8369.0,1,1
9628,46,SUV,18975.0,3281.0,rural,0.2,approved,No,"16,800-19,199","3,000-3,599",46-50,15694.0,0,1
3357,53,SUV,12514.0,3281.0,rural,0.05,approved,Yes,"12,000-14,399","3,000-3,599",51-55,9233.0,1,1
2524,60,SUV,8246.0,3281.0,urban,0.0,declined,N/A,"7,200-9,599","3,000-3,599",56-60,4965.0,0,0
9842,31,Saloon,4126.0,3282.0,urban,0.0,declined,N/A,"<4,800","3,000-3,599",31-35,844.0,0,0
5154,59,Convertible,15319.0,3284.0,rural,0.05,approved,Yes,"14,400-16,799","3,000-3,599",56-60,12035.0,1,1
7688,21,Saloon,5055.0,3286.0,urban,0.2,approved,No,"4,800-7,199","3,000-3,599",21-25,1769.0,0,1
5755,34,Convertible,13290.0,3287.0,rural,0.05,approved,No,"12,000-14,399","3,000-3,599",31-35,10003.0,0,1
8429,63,Saloon,16588.0,3288.0,rural,0.15,approved,Yes,"14,400-16,799","3,000-3,599",61-65,13300.0,1,1
8443,35,SUV,7687.0,3289.0,urban,0.15,approved,No,"7,200-9,599","3,000-3,599",31-35,4398.0,0,1
4951,23,Saloon,4385.0,3291.0,urban,0.0,declined,N/A,"<4,800","3,000-3,599",21-25,1094.0,0,0
1100,38,Saloon,4382.0,3291.0,rural,0.15,approved,Yes,"<4,800","3,000-3,599",36-40,1091.0,1,1
6641,19,Convertible,22469.0,3293.0,urban,0.05,approved,Yes,"21,600-23,999","3,000-3,599",18-20,19176.0,1,1
1317,39,SUV,10845.0,3293.0,rural,0.1,approved,No,"9,600-11,999","3,000-3,599",36-40,7552.0,0,1
4695,59,SUV,16372.0,3293.0,urban,0.2,approved,No,"14,400-16,799","3,000-3,599",56-60,13079.0,0,1
9006,40,SUV,14520.0,3294.0,urban,0.05,approved,Yes,"14,400-16,799","3,000-3,599",36-40,11226.0,1,1
1199,50,SUV,9848.0,3294.0,urban,0.25,approved,No,"9,600-11,999","3,000-3,599",46-50,6554.0,0,1
3213,30,Convertible,10901.0,3295.0,rural,0.0,declined,N/A,"9,600-11,999","3,000-3,599",26-30,7606.0,0,0
6332,61,Convertible,14281.0,3295.0,rural,0.05,approved,Yes,"12,000-14,399","3,000-3,599",61-65,10986.0,1,1
4088,47,SUV,5836.0,3297.0,rural,0.2,approved,No,"4,800-7,199","3,000-3,599",46-50,2539.0,0,1
1038,29,SUV,6990.0,3298.0,urban,0.0,declined,N/A,"4,800-7,199","3,000-3,599",26-30,3692.0,0,0
7983,25,SUV,9883.0,3299.0,urban,0.05,approved,No,"9,600-11,999","3,000-3,599",21-25,6584.0,0,1
6470,33,SUV,14209.0,3300.0,rural,0.05,approved,Yes,"12,000-14,399","3,000-3,599",31-35,10909.0,1,1
8599,33,Saloon,9647.0,3300.0,urban,0.15,approved,Yes,"9,600-11,999","3,000-3,599",31-35,6347.0,1,1
8675,34,SUV,9700.0,3301.0,urban,0.0,declined,N/A,"9,600-11,999","3,000-3,599",31-35,6399.0,0,0
5945,36,Convertible,13917.0,3301.0,urban,0.1,approved,Yes,"12,000-14,399","3,000-3,599",36-40,10616.0,1,1
2858,47,SUV,12219.0,3301.0,rural,0.1,approved,Yes,"12,000-14,399","3,000-3,599",46-50,8918.0,1,1
5091,47,Convertible,19306.0,3301.0,urban,0.2,approved,Yes,"19,200-21,599","3,000-3,599",46-50,16005.0,1,1
6196,56,Saloon,14323.0,3304.0,rural,0.2,approved,No,"12,000-14,399","3,000-3,599",56-60,11019.0,0,1
8962,44,Convertible,22536.0,3306.0,urban,0.1,approved,No,"21,600-23,999","3,000-3,599",41-45,19230.0,0,1
5710,19,Convertible,15504.0,3307.0,rural,0.0,declined,N/A,"14,400-16,799","3,000-3,599",18-20,12197.0,0,0
5470,33,SUV,17244.0,3307.0,rural,0.05,approved,No,"16,800-19,199","3,000-3,599",31-35,13937.0,0,1
8910,59,SUV,10245.0,3308.0,rural,0.15,approved,Yes,"9,600-11,999","3,000-3,599",56-60,6937.0,1,1
9646,59,Convertible,10326.0,3308.0,rural,0.2,approved,Yes,"9,600-11,999","3,000-3,599",56-60,7018.0,1,1
3676,57,SUV,13541.0,3309.0,urban,0.0,declined,N/A,"12,000-14,399","3,000-3,599",56-60,10232.0,0,0
2980,20,SUV,4686.0,3310.0,rural,0.1,approved,Yes,"<4,800","3,000-3,599",18-20,1376.0,1,1
2977,45,Saloon,4534.0,3310.0,rural,0.2,approved,No,"<4,800","3,000-3,599",41-45,1224.0,0,1
1689,54,SUV,18334.0,3310.0,rural,0.2,approved,Yes,"16,800-19,199","3,000-3,599",51-55,15024.0,1,1
1341,22,Convertible,21452.0,3313.0,rural,0.05,approved,No,"19,200-21,599","3,000-3,599",21-25,18139.0,0,1
5957,63,Convertible,23294.0,3314.0,urban,0.2,approved,No,"21,600-23,999","3,000-3,599",61-65,19980.0,0,1
5000,51,SUV,16601.0,3315.0,rural,0.1,approved,Yes,"14,400-16,799","3,000-3,599",51-55,13286.0,1,1
1479,52,Convertible,22127.0,3315.0,urban,0.1,approved,Yes,"21,600-23,999","3,000-3,599",51-55,18812.0,1,1
18,24,Saloon,7121.0,3317.0,urban,0.15,approved,No,"4,800-7,199","3,000-3,599",21-25,3804.0,0,1
1447,29,SUV,3980.0,3317.0,rural,0.25,approved,Yes,"<4,800","3,000-3,599",26-30,663.0,1,1
6851,25,SUV,16251.0,3318.0,rural,0.15,approved,Yes,"14,400-16,799","3,000-3,599",21-25,12933.0,1,1
3879,29,Convertible,20702.0,3318.0,rural,0.0,declined,N/A,"19,200-21,599","3,000-3,599",26-30,17384.0,0,0
581,33,Convertible,22680.0,3318.0,rural,0.0,declined,N/A,"21,600-23,999","3,000-3,599",31-35,19362.0,0,0
9781,43,Saloon,10879.0,3318.0,rural,0.15,approved,Yes,"9,600-11,999","3,000-3,599",41-45,7561.0,1,1
4476,18,Saloon,9838.0,3319.0,urban,0.0,declined,N/A,"9,600-11,999","3,000-3,599",18-20,6519.0,0,0
5845,39,Saloon,12983.0,3319.0,urban,0.25,approved,No,"12,000-14,399","3,000-3,599",36-40,9664.0,0,1
7220,46,Saloon,4614.0,3319.0,rural,0.0,declined,N/A,"<4,800","3,000-3,599",46-50,1295.0,0,0
8480,22,Saloon,10266.0,3320.0,urban,0.0,declined,N/A,"9,600-11,999","3,000-3,599",21-25,6946.0,0,0
5705,60,SUV,8975.0,3320.0,rural,0.1,approved,No,"7,200-9,599","3,000-3,599",56-60,5655.0,0,1
4143,46,SUV,19781.0,3321.0,rural,0.15,approved,No,"19,200-21,599","3,000-3,599",46-50,16460.0,0,1
558,64,Saloon,7041.0,3321.0,rural,0.15,approved,No,"4,800-7,199","3,000-3,599",61-65,3720.0,0,1
7832,28,SUV,17675.0,3323.0,rural,0.25,approved,No,"16,800-19,199","3,000-3,599",26-30,14352.0,0,1
7846,58,SUV,8014.0,3323.0,urban,0.2,approved,No,"7,200-9,599","3,000-3,599",56-60,4691.0,0,1
3386,20,SUV,8792.0,3324.0,urban,0.25,approved,Yes,"7,200-9,599","3,000-3,599",18-20,5468.0,1,1
3804,37,Convertible,10321.0,3325.0,rural,0.05,approved,No,"9,600-11,999","3,000-3,599",36-40,6996.0,0,1
9380,47,SUV,17626.0,3326.0,rural,0.25,approved,No,"16,800-19,199","3,000-3,599",46-50,14300.0,0,1
4182,21,Saloon,5750.0,3327.0,urban,0.0,declined,N/A,"4,800-7,199","3,000-3,599",21-25,2423.0,0,0
6405,42,Saloon,4107.0,3329.0,rural,0.15,approved,Yes,"<4,800","3,000-3,599",41-45,778.0,1,1
9620,59,Convertible,22481.0,3330.0,urban,0.15,approved,No,"21,600-23,999","3,000-3,599",56-60,19151.0,0,1
8021,64,Convertible,23644.0,3330.0,urban,0.2,approved,No,"21,600-23,999","3,000-3,599",61-65,20314.0,0,1
4761,43,SUV,16271.0,3331.0,rural,0.1,approved,No,"14,400-16,799","3,000-3,599",41-45,12940.0,0,1
9095,38,Convertible,18452.0,3332.0,rural,0.05,approved,Yes,"16,800-19,199","3,000-3,599",36-40,15120.0,1,1
7986,48,Convertible,17408.0,3333.0,rural,0.1,approved,No,"16,800-19,199","3,000-3,599",46-50,14075.0,0,1
8125,48,SUV,14064.0,3334.0,urban,0.2,approved,No,"12,000-14,399","3,000-3,599",46-50,10730.0,0,1
4583,55,SUV,8031.0,3334.0,rural,0.25,approved,Yes,"7,200-9,599","3,000-3,599",51-55,4697.0,1,1
6354,31,Saloon,8148.0,3335.0,urban,0.15,approved,Yes,"7,200-9,599","3,000-3,599",31-35,4813.0,1,1
7270,44,Convertible,18892.0,3335.0,urban,0.05,approved,No,"16,800-19,199","3,000-3,599",41-45,15557.0,0,1
4468,27,Saloon,10254.0,3336.0,rural,0.2,approved,Yes,"9,600-11,999","3,000-3,599",26-30,6918.0,1,1
7300,40,Saloon,7250.0,3337.0,urban,0.15,approved,Yes,"7,200-9,599","3,000-3,599",36-40,3913.0,1,1
714,47,SUV,4926.0,3338.0,urban,0.2,approved,Yes,"4,800-7,199","3,000-3,599",46-50,1588.0,1,1
3107,42,SUV,18107.0,3339.0,rural,0.25,approved,No,"16,800-19,199","3,000-3,599",41-45,14768.0,0,1
5959,63,SUV,4233.0,3339.0,rural,0.15,approved,Yes,"<4,800","3,000-3,599",61-65,894.0,1,1
6453,41,Convertible,14988.0,3340.0,urban,0.1,approved,Yes,"14,400-16,799","3,000-3,599",41-45,11648.0,1,1
5832,41,Convertible,9591.0,3342.0,rural,0.1,approved,No,"7,200-9,599","3,000-3,599",41-45,6249.0,0,1
3578,30,Saloon,13247.0,3344.0,rural,0.0,declined,N/A,"12,000-14,399","3,000-3,599",26-30,9903.0,0,0
9935,34,Saloon,14824.0,3344.0,rural,0.0,declined,N/A,"14,400-16,799","3,000-3,599",31-35,11480.0,0,0
2529,60,Saloon,6402.0,3344.0,urban,0.15,approved,Yes,"4,800-7,199","3,000-3,599",56-60,3058.0,1,1
6212,63,SUV,7425.0,3344.0,urban,0.2,approved,Yes,"7,200-9,599","3,000-3,599",61-65,4081.0,1,1
8481,34,Saloon,10473.0,3345.0,rural,0.0,declined,N/A,"9,600-11,999","3,000-3,599",31-35,7128.0,0,0
5361,57,Convertible,21646.0,3346.0,urban,0.05,approved,No,"21,600-23,999","3,000-3,599",56-60,18300.0,0,1
4620,20,SUV,10021.0,3347.0,rural,0.1,approved,No,"9,600-11,999","3,000-3,599",18-20,6674.0,0,1
2632,53,Convertible,25011.0,3349.0,rural,0.25,approved,No,">=24,000","3,000-3,599",51-55,21662.0,0,1
7901,34,SUV,4383.0,3350.0,rural,0.1,approved,Yes,"<4,800","3,000-3,599",31-35,1033.0,1,1
904,44,Convertible,11081.0,3350.0,rural,0.15,approved,No,"9,600-11,999","3,000-3,599",41-45,7731.0,0,1
6913,39,SUV,9074.0,3351.0,rural,0.25,approved,No,"7,200-9,599","3,000-3,599",36-40,5723.0,0,1
5286,61,SUV,10212.0,3351.0,rural,0.15,approved,Yes,"9,600-11,999","3,000-3,599",61-65,6861.0,1,1
7079,37,SUV,19882.0,3352.0,urban,0.2,approved,No,"19,200-21,599","3,000-3,599",36-40,16530.0,0,1
4992,53,Convertible,13250.0,3352.0,urban,0.0,declined,N/A,"12,000-14,399","3,000-3,599",51-55,9898.0,0,0
1376,41,SUV,15170.0,3354.0,rural,0.05,approved,No,"14,400-16,799","3,000-3,599",41-45,11816.0,0,1
5897,65,SUV,16636.0,3354.0,rural,0.0,declined,N/A,"14,400-16,799","3,000-3,599",61-65,13282.0,0,0
6709,24,Saloon,12479.0,3355.0,rural,0.0,declined,N/A,"12,000-14,399","3,000-3,599",21-25,9124.0,0,0
476,28,SUV,3426.0,3355.0,rural,0.0,declined,N/A,"<4,800","3,000-3,599",26-30,71.0,0,0
6966,53,SUV,5507.0,3355.0,rural,0.0,declined,N/A,"4,800-7,199","3,000-3,599",51-55,2152.0,0,0
3438,56,Convertible,15793.0,3357.0,urban,0.05,approved,No,"14,400-16,799","3,000-3,599",56-60,12436.0,0,1
9345,55,SUV,7147.0,3358.0,urban,0.25,approved,No,"4,800-7,199","3,000-3,599",51-55,3789.0,0,1
71,58,SUV,16249.0,3358.0,rural,0.0,declined,N/A,"14,400-16,799","3,000-3,599",56-60,12891.0,0,0
9047,48,SUV,4294.0,3361.0,urban,0.05,approved,Yes,"<4,800","3,000-3,599",46-50,933.0,1,1
2928,58,Convertible,24022.0,3361.0,rural,0.0,declined,N/A,">=24,000","3,000-3,599",56-60,20661.0,0,0
2571,22,Saloon,6967.0,3363.0,urban,0.15,approved,Yes,"4,800-7,199","3,000-3,599",21-25,3604.0,1,1
9562,30,Saloon,14553.0,3363.0,rural,0.0,declined,N/A,"14,400-16,799","3,000-3,599",26-30,11190.0,0,0
5886,34,Convertible,9505.0,3363.0,urban,0.0,declined,N/A,"7,200-9,599","3,000-3,599",31-35,6142.0,0,0
8293,21,SUV,18987.0,3364.0,urban,0.0,declined,N/A,"16,800-19,199","3,000-3,599",21-25,15623.0,0,0
907,32,Convertible,10083.0,3364.0,rural,0.0,declined,N/A,"9,600-11,999","3,000-3,599",31-35,6719.0,0,0
7600,41,Saloon,15860.0,3364.0,urban,0.25,approved,No,"14,400-16,799","3,000-3,599",41-45,12496.0,0,1
6392,19,SUV,12566.0,3366.0,urban,0.0,declined,N/A,"12,000-14,399","3,000-3,599",18-20,9200.0,0,0
5304,29,Convertible,10289.0,3366.0,rural,0.0,declined,N/A,"9,600-11,999","3,000-3,599",26-30,6923.0,0,0
1087,62,Convertible,15729.0,3366.0,rural,0.0,declined,N/A,"14,400-16,799","3,000-3,599",61-65,12363.0,0,0
310,27,Saloon,5657.0,3367.0,urban,0.0,declined,N/A,"4,800-7,199","3,000-3,599",26-30,2290.0,0,0
6296,21,Convertible,24999.0,3368.0,rural,0.0,declined,N/A,">=24,000","3,000-3,599",21-25,21631.0,0,0
1686,19,Saloon,9630.0,3369.0,rural,0.0,declined,N/A,"9,600-11,999","3,000-3,599",18-20,6261.0,0,0
4798,38,Convertible,8213.0,3369.0,urban,0.05,approved,No,"7,200-9,599","3,000-3,599",36-40,4844.0,0,1
7727,43,Convertible,17653.0,3370.0,rural,0.0,declined,N/A,"16,800-19,199","3,000-3,599",41-45,14283.0,0,0
3071,63,Convertible,21410.0,3370.0,rural,0.0,declined,N/A,"19,200-21,599","3,000-3,599",61-65,18040.0,0,0
9001,45,SUV,18831.0,3371.0,rural,0.0,declined,N/A,"16,800-19,199","3,000-3,599",41-45,15460.0,0,0
2950,34,Convertible,23937.0,3372.0,rural,0.0,declined,N/A,"21,600-23,999","3,000-3,599",31-35,20565.0,0,0
5438,46,Convertible,21745.0,3372.0,rural,0.0,declined,N/A,"21,600-23,999","3,000-3,599",46-50,18373.0,0,0
7232,46,Convertible,8966.0,3372.0,rural,0.0,declined,N/A,"7,200-9,599","3,000-3,599",46-50,5594.0,0,0
8784,25,Convertible,24897.0,3373.0,urban,0.0,declined,N/A,">=24,000","3,000-3,599",21-25,21524.0,0,0
4500,36,Saloon,15487.0,3373.0,urban,0.15,approved,Yes,"14,400-16,799","3,000-3,599",36-40,12114.0,1,1
885,42,SUV,15743.0,3373.0,urban,0.15,approved,Yes,"14,400-16,799","3,000-3,599",41-45,12370.0,1,1
5955,56,Convertible,9951.0,3373.0,rural,0.0,declined,N/A,"9,600-11,999","3,000-3,599",56-60,6578.0,0,0
793,59,Convertible,14243.0,3373.0,urban,0.0,declined,N/A,"12,000-14,399","3,000-3,599",56-60,10870.0,0,0
9110,60,Saloon,3488.0,3374.0,rural,0.0,declined,N/A,"<4,800","3,000-3,599",56-60,114.0,0,0
5113,51,SUV,14020.0,3375.0,urban,0.2,approved,No,"12,000-14,399","3,000-3,599",51-55,10645.0,0,1
4735,62,Convertible,14963.0,3375.0,urban,0.1,approved,Yes,"14,400-16,799","3,000-3,599",61-65,11588.0,1,1
4247,36,SUV,10312.0,3376.0,urban,0.1,approved,No,"9,600-11,999","3,000-3,599",36-40,6936.0,0,1
1242,25,Saloon,15436.0,3377.0,urban,0.15,approved,No,"14,400-16,799","3,000-3,599",21-25,12059.0,0,1
6675,42,Saloon,14238.0,3377.0,urban,0.15,approved,No,"12,000-14,399","3,000-3,599",41-45,10861.0,0,1
3447,33,SUV,11675.0,3378.0,urban,0.0,declined,N/A,"9,600-11,999","3,000-3,599",31-35,8297.0,0,0
5888,62,SUV,19992.0,3378.0,rural,0.0,declined,N/A,"19,200-21,599","3,000-3,599",61-65,16614.0,0,0
1560,21,Convertible,15034.0,3379.0,urban,0.05,approved,Yes,"14,400-16,799","3,000-3,599",21-25,11655.0,1,1
6438,26,Convertible,13838.0,3380.0,rural,0.0,declined,N/A,"12,000-14,399","3,000-3,599",26-30,10458.0,0,0
7260,32,SUV,10785.0,3380.0,urban,0.0,declined,N/A,"9,600-11,999","3,000-3,599",31-35,7405.0,0,0
4550,38,Convertible,15853.0,3380.0,urban,0.2,approved,No,"14,400-16,799","3,000-3,599",36-40,12473.0,0,1
9371,51,Saloon,4991.0,3380.0,urban,0.2,approved,No,"4,800-7,199","3,000-3,599",51-55,1611.0,0,1
1313,62,Convertible,26364.0,3380.0,rural,0.0,declined,N/A,">=24,000","3,000-3,599",61-65,22984.0,0,0
5530,18,Convertible,20365.0,3381.0,urban,0.2,approved,Yes,"19,200-21,599","3,000-3,599",18-20,16984.0,1,1
4205,29,Convertible,15728.0,3382.0,urban,0.05,approved,Yes,"14,400-16,799","3,000-3,599",26-30,12346.0,1,1
349,33,SUV,8992.0,3383.0,rural,0.0,declined,N/A,"7,200-9,599","3,000-3,599",31-35,5609.0,0,0
3190,26,SUV,7890.0,3385.0,rural,0.0,declined,N/A,"7,200-9,599","3,000-3,599",26-30,4505.0,0,0
3126,64,SUV,4547.0,3385.0,urban,0.05,approved,No,"<4,800","3,000-3,599",61-65,1162.0,0,1
1202,20,Convertible,12159.0,3386.0,rural,0.0,declined,N/A,"12,000-14,399","3,000-3,599",18-20,8773.0,0,0
8451,22,SUV,6174.0,3386.0,rural,0.0,declined,N/A,"4,800-7,199","3,000-3,599",21-25,2788.0,0,0
3230,26,Saloon,12603.0,3386.0,rural,0.0,declined,N/A,"12,000-14,399","3,000-3,599",26-30,9217.0,0,0
8045,27,SUV,13191.0,3386.0,rural,0.0,declined,N/A,"12,000-14,399","3,000-3,599",26-30,9805.0,0,0
9188,31,Saloon,13456.0,3387.0,rural,0.0,declined,N/A,"12,000-14,399","3,000-3,599",31-35,10069.0,0,0
7003,36,SUV,10090.0,3387.0,urban,0.15,approved,Yes,"9,600-11,999","3,000-3,599",36-40,6703.0,1,1
4810,47,SUV,8734.0,3387.0,urban,0.05,approved,Yes,"7,200-9,599","3,000-3,599",46-50,5347.0,1,1
6873,19,SUV,3959.0,3388.0,rural,0.0,declined,N/A,"<4,800","3,000-3,599",18-20,571.0,0,0
9438,46,SUV,4358.0,3388.0,urban,0.15,approved,Yes,"<4,800","3,000-3,599",46-50,970.0,1,1
2539,43,Convertible,22901.0,3389.0,urban,0.1,approved,Yes,"21,600-23,999","3,000-3,599",41-45,19512.0,1,1
6166,51,SUV,16500.0,3389.0,rural,0.0,declined,N/A,"14,400-16,799","3,000-3,599",51-55,13111.0,0,0
4363,64,Saloon,10371.0,3389.0,urban,0.15,approved,No,"9,600-11,999","3,000-3,599",61-65,6982.0,0,1
9680,42,Convertible,16805.0,3390.0,urban,0.1,approved,Yes,"16,800-19,199","3,000-3,599",41-45,13415.0,1,1
8149,29,Saloon,5443.0,3391.0,urban,0.15,approved,Yes,"4,800-7,199","3,000-3,599",26-30,2052.0,1,1
7812,25,SUV,14208.0,3393.0,rural,0.0,declined,N/A,"12,000-14,399","3,000-3,599",21-25,10815.0,0,0
3556,20,Convertible,21919.0,3394.0,rural,0.0,declined,N/A,"21,600-23,999","3,000-3,599",18-20,18525.0,0,0
873,33,Saloon,13250.0,3397.0,rural,0.0,declined,N/A,"12,000-14,399","3,000-3,599",31-35,9853.0,0,0
6736,32,Saloon,12172.0,3398.0,rural,0.0,declined,N/A,"12,000-14,399","3,000-3,599",31-35,8774.0,0,0
6468,36,Saloon,16652.0,3398.0,urban,0.2,approved,No,"14,400-16,799","3,000-3,599",36-40,13254.0,0,1
6847,62,Convertible,10414.0,3401.0,urban,0.1,approved,Yes,"9,600-11,999","3,000-3,599",61-65,7013.0,1,1
6403,20,SUV,5943.0,3402.0,urban,0.0,declined,N/A,"4,800-7,199","3,000-3,599",18-20,2541.0,0,0
7523,22,SUV,4033.0,3402.0,urban,0.0,declined,N/A,"<4,800","3,000-3,599",21-25,631.0,0,0
4760,63,Convertible,11283.0,3402.0,rural,0.0,declined,N/A,"9,600-11,999","3,000-3,599",61-65,7881.0,0,0
7706,58,Convertible,17677.0,3403.0,urban,0.1,approved,Yes,"16,800-19,199","3,000-3,599",56-60,14274.0,1,1
7648,60,Convertible,24824.0,3403.0,urban,0.05,approved,No,">=24,000","3,000-3,599",56-60,21421.0,0,1
266,47,Convertible,22611.0,3404.0,urban,0.1,approved,Yes,"21,600-23,999","3,000-3,599",46-50,19207.0,1,1
7373,23,Convertible,23553.0,3406.0,urban,0.0,declined,N/A,"21,600-23,999","3,000-3,599",21-25,20147.0,0,0
6430,41,Convertible,8988.0,3406.0,urban,0.05,approved,Yes,"7,200-9,599","3,000-3,599",41-45,5582.0,1,1
9196,25,SUV,15107.0,3407.0,rural,0.0,declined,N/A,"14,400-16,799","3,000-3,599",21-25,11700.0,0,0
5096,32,Convertible,22041.0,3407.0,urban,0.1,approved,Yes,"21,600-23,999","3,000-3,599",31-35,18634.0,1,1
7827,23,Saloon,15920.0,3408.0,urban,0.15,approved,No,"14,400-16,799","3,000-3,599",21-25,12512.0,0,1
1375,29,Saloon,5486.0,3408.0,rural,0.0,declined,N/A,"4,800-7,199","3,000-3,599",26-30,2078.0,0,0
498,46,SUV,11369.0,3409.0,urban,0.05,approved,Yes,"9,600-11,999","3,000-3,599",46-50,7960.0,1,1
815,47,Convertible,23858.0,3410.0,rural,0.0,declined,N/A,"21,600-23,999","3,000-3,599",46-50,20448.0,0,0
2769,47,Convertible,21108.0,3410.0,rural,0.0,declined,N/A,"19,200-21,599","3,000-3,599",46-50,17698.0,0,0
3656,28,SUV,4051.0,3411.0,rural,0.1,approved,Yes,"<4,800","3,000-3,599",26-30,640.0,1,1
5178,36,Convertible,20696.0,3411.0,rural,0.1,approved,Yes,"19,200-21,599","3,000-3,599",36-40,17285.0,1,1
5785,19,SUV,10280.0,3412.0,urban,0.0,declined,N/A,"9,600-11,999","3,000-3,599",18-20,6868.0,0,0
657,30,SUV,8280.0,3412.0,urban,0.0,declined,N/A,"7,200-9,599","3,000-3,599",26-30,4868.0,0,0
6996,58,Convertible,26687.0,3412.0,urban,0.05,approved,No,">=24,000","3,000-3,599",56-60,23275.0,0,1
9496,18,SUV,8333.0,3414.0,urban,0.25,approved,No,"7,200-9,599","3,000-3,599",18-20,4919.0,0,1
5653,56,Saloon,9468.0,3414.0,rural,0.15,approved,No,"7,200-9,599","3,000-3,599",56-60,6054.0,0,1
10000,18,Saloon,11911.0,3416.0,rural,0.15,approved,No,"9,600-11,999","3,000-3,599",18-20,8495.0,0,1
8458,62,Saloon,12226.0,3416.0,rural,0.2,approved,Yes,"12,000-14,399","3,000-3,599",61-65,8810.0,1,1
3468,58,Convertible,22681.0,3418.0,urban,0.15,approved,No,"21,600-23,999","3,000-3,599",56-60,19263.0,0,1
1061,63,Saloon,14032.0,3418.0,urban,0.15,approved,Yes,"12,000-14,399","3,000-3,599",61-65,10614.0,1,1
7673,18,Convertible,13553.0,3419.0,rural,0.15,approved,No,"12,000-14,399","3,000-3,599",18-20,10134.0,0,1
2698,24,Saloon,4853.0,3419.0,urban,0.15,approved,Yes,"4,800-7,199","3,000-3,599",21-25,1434.0,1,1
787,36,SUV,12532.0,3419.0,urban,0.0,declined,N/A,"12,000-14,399","3,000-3,599",36-40,9113.0,0,0
6797,29,Convertible,10968.0,3420.0,rural,0.0,declined,N/A,"9,600-11,999","3,000-3,599",26-30,7548.0,0,0
5606,35,SUV,15619.0,3421.0,rural,0.0,declined,N/A,"14,400-16,799","3,000-3,599",31-35,12198.0,0,0
2838,35,Convertible,14585.0,3422.0,rural,0.2,approved,Yes,"14,400-16,799","3,000-3,599",31-35,11163.0,1,1
9388,40,SUV,16905.0,3422.0,urban,0.1,approved,Yes,"16,800-19,199","3,000-3,599",36-40,13483.0,1,1
4401,53,SUV,10529.0,3424.0,urban,0.15,approved,No,"9,600-11,999","3,000-3,599",51-55,7105.0,0,1
9236,26,Saloon,4915.0,3425.0,rural,0.2,approved,No,"4,800-7,199","3,000-3,599",26-30,1490.0,0,1
829,39,SUV,19847.0,3425.0,rural,0.25,approved,No,"19,200-21,599","3,000-3,599",36-40,16422.0,0,1
3087,33,SUV,6211.0,3426.0,urban,0.15,approved,Yes,"4,800-7,199","3,000-3,599",31-35,2785.0,1,1
2635,35,SUV,6456.0,3426.0,rural,0.0,declined,N/A,"4,800-7,199","3,000-3,599",31-35,3030.0,0,0
5218,47,Saloon,9236.0,3426.0,rural,0.2,approved,No,"7,200-9,599","3,000-3,599",46-50,5810.0,0,1
7239,48,Convertible,24262.0,3427.0,rural,0.1,approved,Yes,">=24,000","3,000-3,599",46-50,20835.0,1,1
7342,28,Saloon,9193.0,3428.0,urban,0.25,approved,No,"7,200-9,599","3,000-3,599",26-30,5765.0,0,1
4910,32,Convertible,20857.0,3429.0,urban,0.0,declined,N/A,"19,200-21,599","3,000-3,599",31-35,17428.0,0,0
